# date, home, score, away, score
2014-12-15 CHI 15 NO  31
2014-12-18 JAC 21 TEN 13
2014-12-20 WAS 27 PHI 24
2014-12-20 SF  35 LAC 38
2014-12-21 CAR 17 CLE 13
2014-12-21 CHI 14 DET 20
2014-12-21 HOU 25 BAL 13
2014-12-21 MIA 37 MIN 35
2014-12-21 NO  14 ATL 30
2014-12-21 NYJ 16 NE  17
2014-12-21 PIT 20 KC  12
2014-12-21 TB   3 GB  20
2014-12-21 LAR 27 NYG 37
2014-12-21 DAL 42 IND  7
2014-12-21 OAK 26 BUF 24
2014-12-21 ARI  6 SEA 35
2014-12-22 CIN 37 DEN 28
2014-12-28 ATL  3 CAR 34
2014-12-28 BAL 20 CLE 10
2014-12-28 GB  30 DET 20
2014-12-28 HOU 23 JAC 17
2014-12-28 KC  19 LAC  7
2014-12-28 MIA 24 NYJ 37
2014-12-28 MIN 13 CHI  9
2014-12-28 NE   9 BUF 17
2014-12-28 NYG 26 PHI 34
2014-12-28 PIT 27 CIN 17
2014-12-28 TB  20 NO  23
2014-12-28 TEN 10 IND 27
2014-12-28 WAS 17 DAL 44
2014-12-28 DEN 47 OAK 14
2014-12-28 SF  20 ARI 17
2014-12-28 SEA 20 LAR  6
2015-09-10 NE  28 PIT 21
2015-09-13 CHI 23 GB  31
2015-09-13 LAR 34 SEA 31
2015-09-13 JAC  9 CAR 20
2015-09-13 WAS 10 MIA 17
2015-09-13 BUF 27 IND 14
2015-09-13 NYJ 31 CLE 10
2015-09-13 HOU 20 KC  27
2015-09-13 ARI 31 NO  19
2015-09-13 LAC 33 DET 28
2015-09-13 DEN 19 BAL 13
2015-09-13 OAK 13 CIN 33
2015-09-13 TB  14 TEN 42
2015-09-13 DAL 27 NYG 26
2015-09-14 ATL 26 PHI 24
2015-09-14 SF  20 MIN  3
2015-09-17 KC  24 DEN 31
2015-09-20 CAR 24 HOU 17
2015-09-20 BUF 32 NE  40
2015-09-20 CIN 24 LAC 19
2015-09-20 CLE 28 TEN 14
2015-09-20 NYG 20 ATL 24
2015-09-20 WAS 24 LAR 10
2015-09-20 CHI 23 ARI 48
2015-09-20 MIN 26 DET 16
2015-09-20 NO  19 TB  26
2015-09-20 PIT 43 SF  18
2015-09-20 OAK 37 BAL 33
2015-09-20 JAC 23 MIA 20
2015-09-20 PHI 10 DAL 20
2015-09-20 GB  27 SEA 17
2015-09-21 IND  7 NYJ 20
2015-09-24 NYG 32 WAS 21
2015-09-27 DAL 28 ATL 39
2015-09-27 CAR 27 NO  22
2015-09-27 NYJ 17 PHI 24
2015-09-27 HOU 19 TB   9
2015-09-27 MIN 31 LAC 14
2015-09-27 LAR  6 PIT 12
2015-09-27 NE  51 JAC 17
2015-09-27 BAL 24 CIN 28
2015-09-27 CLE 20 OAK 27
2015-09-27 TEN 33 IND 35
2015-09-27 ARI 47 SF   7
2015-09-27 SEA 26 CHI  0
2015-09-27 MIA 14 BUF 41
2015-09-27 DET 12 DEN 24
2015-09-28 GB  38 KC  28
2015-10-01 PIT 20 BAL 23
2015-10-04 MIA 14 NYJ 27
2015-10-04 CHI 22 OAK 20
2015-10-04 ATL 48 HOU 21
2015-10-04 CIN 36 KC  21
2015-10-04 IND 16 JAC 13
2015-10-04 WAS 23 PHI 20
2015-10-04 TB  23 CAR 37
2015-10-04 BUF 10 NYG 24
2015-10-04 LAC 30 CLE 27
2015-10-04 SF   3 GB  17
2015-10-04 ARI 22 LAR 24
2015-10-04 DEN 23 MIN 20
2015-10-04 NO  26 DAL 20
2015-10-05 SEA 13 DET 10
2015-10-08 HOU 20 IND 27
2015-10-11 PHI 39 NO  17
2015-10-11 KC  17 CHI 18
2015-10-11 CIN 27 SEA 24
2015-10-11 ATL 25 WAS 19
2015-10-11 TB  38 JAC 31
2015-10-11 BAL 30 CLE 33
2015-10-11 TEN 13 BUF 14
2015-10-11 GB  24 LAR 10
2015-10-11 DET 17 ARI 42
2015-10-11 DAL  6 NE  30
2015-10-11 OAK 10 DEN 16
2015-10-11 NYG 30 SF  27
2015-10-12 LAC 20 PIT 24
2015-10-15 NO  31 ATL 21
2015-10-18 DET 37 CHI 34
2015-10-18 NYJ 34 WAS 20
2015-10-18 PIT 25 ARI 13
2015-10-18 MIN 16 KC  10
2015-10-18 BUF 21 CIN 34
2015-10-18 CLE 23 DEN 26
2015-10-18 TEN 10 MIA 38
2015-10-18 JAC 20 HOU 31
2015-10-18 SEA 23 CAR 27
2015-10-18 GB  27 LAC 20
2015-10-18 SF  25 BAL 20
2015-10-18 IND 27 NE  34
2015-10-19 PHI 27 NYG  7
2015-10-22 SF   3 SEA 20
2015-10-25 JAC 34 BUF 31
2015-10-25 LAR 24 CLE  6
2015-10-25 MIA 44 HOU 26
2015-10-25 NE  30 NYJ 23
2015-10-25 KC  23 PIT 13
2015-10-25 WAS 31 TB  30
2015-10-25 DET 19 MIN 28
2015-10-25 IND 21 NO  27
2015-10-25 TEN  7 ATL 10
2015-10-25 LAC 29 OAK 37
2015-10-25 NYG 27 DAL 20
2015-10-25 CAR 27 PHI 16
2015-10-26 ARI 26 BAL 18
2015-10-29 NE  36 MIA  7
2015-11-01 KC  45 DET 10
2015-11-01 BAL 29 LAC 26
2015-11-01 PIT 10 CIN 16
2015-11-01 HOU 20 TEN  6
2015-11-01 CHI 20 MIN 23
2015-11-01 ATL 20 TB  23
2015-11-01 NO  52 NYG 49
2015-11-01 LAR 27 SF   6
2015-11-01 CLE 20 ARI 34
2015-11-01 OAK 34 NYJ 20
2015-11-01 DAL 12 SEA 13
2015-11-01 DEN 29 GB  10
2015-11-02 CAR 29 IND 26
2015-11-05 CIN 31 CLE 10
2015-11-08 MIN 21 LAR 18
2015-11-08 CAR 37 GB  29
2015-11-08 NE  27 WAS 10
2015-11-08 NO  28 TEN 34
2015-11-08 BUF 33 MIA 17
2015-11-08 NYJ 28 JAC 23
2015-11-08 PIT 38 OAK 35
2015-11-08 TB  18 NYG 32
2015-11-08 SF  17 ATL 16
2015-11-08 IND 27 DEN 24
2015-11-08 DAL 27 PHI 33
2015-11-09 LAC 19 CHI 22
2015-11-12 NYJ 17 BUF 22
2015-11-15 WAS 47 NO  14
2015-11-15 GB  16 DET 18
2015-11-15 TB  10 DAL  6
2015-11-15 TEN 10 CAR 27
2015-11-15 LAR 13 CHI 37
2015-11-15 PHI 19 MIA 20
2015-11-15 BAL 20 JAC 22
2015-11-15 PIT 30 CLE  9
2015-11-15 OAK 14 MIN 30
2015-11-15 NYG 26 NE  27
2015-11-15 DEN 13 KC  29
2015-11-15 SEA 32 ARI 39
2015-11-16 CIN  6 HOU 10
2015-11-19 JAC 19 TEN 13
2015-11-22 CHI 15 DEN 17
2015-11-22 DET 18 OAK 13
2015-11-22 ATL 21 IND 24
2015-11-22 HOU 24 NYJ 17
2015-11-22 PHI 17 TB  45
2015-11-22 CAR 44 WAS 16
2015-11-22 MIA 14 DAL 24
2015-11-22 BAL 16 LAR 13
2015-11-22 LAC  3 KC  33
2015-11-22 MIN 13 GB  30
2015-11-22 SEA 29 SF  13
2015-11-22 ARI 34 CIN 31
2015-11-23 NE  20 BUF 13
2015-11-26 DET 45 PHI 14
2015-11-26 DAL 14 CAR 33
2015-11-26 GB  13 CHI 17
2015-11-29 WAS 20 NYG 14
2015-11-29 ATL 10 MIN 20
2015-11-29 CIN 31 LAR  7
2015-11-29 HOU 24 NO   6
2015-11-29 IND 25 TB  12
2015-11-29 NYJ 38 MIA 20
2015-11-29 JAC 25 LAC 31
2015-11-29 TEN 21 OAK 24
2015-11-29 KC  30 BUF 22
2015-11-29 SF  13 ARI 19
2015-11-29 SEA 39 PIT 30
2015-11-29 DEN 30 NE  24
2015-11-30 CLE 27 BAL 33
2015-12-03 DET 23 GB  27
2015-12-06 NYG 20 NYJ 23
2015-12-06 BUF 30 HOU 21
2015-12-06 MIA 15 BAL 13
2015-12-06 CLE  3 CIN 37
2015-12-06 TEN 42 JAC 39
2015-12-06 CHI 20 SF  26
2015-12-06 MIN  7 SEA 38
2015-12-06 TB  23 ATL 19
2015-12-06 LAR  3 ARI 27
2015-12-06 OAK 20 KC  34
2015-12-06 LAC  3 DEN 17
2015-12-06 NO  38 CAR 41
2015-12-06 NE  28 PHI 35
2015-12-06 PIT 45 IND 10
2015-12-07 WAS 16 DAL 19
2015-12-10 ARI 23 MIN 20
2015-12-13 PHI 23 BUF 20
2015-12-13 NYJ 30 TEN  8
2015-12-13 CIN 20 PIT 33
2015-12-13 JAC 51 IND 16
2015-12-13 KC  10 LAC  3
2015-12-13 CHI 21 WAS 24
2015-12-13 CAR 38 ATL  0
2015-12-13 TB  17 NO  24
2015-12-13 LAR 21 DET 14
2015-12-13 CLE 24 SF  10
2015-12-13 BAL  6 SEA 35
2015-12-13 DEN 12 OAK 15
2015-12-13 GB  28 DAL  7
2015-12-13 HOU  6 NE  27
2015-12-14 MIA 24 NYG 31
2015-12-17 LAR 31 TB  23
2015-12-19 DAL 16 NYJ 19
2015-12-20 NYG 35 CAR 38
2015-12-20 MIN 38 CHI 17
2015-12-20 JAC 17 ATL 23
2015-12-20 IND 10 HOU 16
2015-12-20 NE  33 TEN 16
2015-12-20 BAL 14 KC  34
2015-12-20 WAS 35 BUF 25
2015-12-20 SEA 30 CLE 13
2015-12-20 OAK 20 GB  30
2015-12-20 PIT 34 DEN 27
2015-12-20 LAC 30 MIA 14
2015-12-20 SF  14 CIN 24
2015-12-20 PHI 17 ARI 40
2015-12-21 NO  27 DET 35
2015-12-24 OAK 23 LAC 20
2015-12-26 PHI 24 WAS 38
2015-12-27 MIA 12 IND 18
2015-12-27 NYJ 26 NE  20
2015-12-27 TEN  6 HOU 34
2015-12-27 KC  17 CLE 13
2015-12-27 DET 32 SF  17
2015-12-27 ATL 20 CAR 13
2015-12-27 TB  21 CHI 26
2015-12-27 BUF 16 DAL  6
2015-12-27 BAL 20 PIT 17
2015-12-27 NO  38 JAC 27
2015-12-27 ARI 38 GB   8
2015-12-27 SEA 17 LAR 23
2015-12-27 MIN 49 NYG 17
2015-12-28 DEN 20 CIN 17
2016-01-03 BUF 22 NYJ 17
2016-01-03 NYG 30 PHI 35
2016-01-03 CHI 20 DET 24
2016-01-03 ATL 17 NO  20
2016-01-03 MIA 20 NE  10
2016-01-03 CIN 24 BAL 16
2016-01-03 CLE 12 PIT 28
2016-01-03 HOU 30 JAC  6
2016-01-03 IND 30 TEN 24
2016-01-03 DAL 23 WAS 34
2016-01-03 CAR 38 TB  10
2016-01-03 DEN 27 LAC 20
2016-01-03 ARI  6 SEA 36
2016-01-03 SF  19 LAR 16
2016-01-03 KC  23 OAK 17
2016-01-03 GB  13 MIN 20
2016-09-08 DEN 21 CAR 20
2016-09-11 TEN 16 MIN 25
2016-09-11 ATL 24 TB  31
2016-09-11 BAL 13 BUF  7
2016-09-11 HOU 23 CHI 14
2016-09-11 JAC 23 GB  27
2016-09-11 KC  33 LAC 27
2016-09-11 NO  34 OAK 35
2016-09-11 NYJ 22 CIN 23
2016-09-11 PHI 29 CLE 10
2016-09-11 SEA 12 MIA 10
2016-09-11 DAL 19 NYG 20
2016-09-11 IND 35 DET 39
2016-09-11 ARI 21 NE  23
2016-09-12 WAS 16 PIT 38
2016-09-12 SF  28 LAR  0
2016-09-15 BUF 31 NYJ 37
2016-09-18 CAR 46 SF  27
2016-09-18 CLE 20 BAL 25
2016-09-18 DET 15 TEN 16
2016-09-18 HOU 19 KC  12
2016-09-18 NE  31 MIA 24
2016-09-18 NYG 16 NO  13
2016-09-18 PIT 24 CIN 16
2016-09-18 WAS 23 DAL 27
2016-09-18 ARI 40 TB   7
2016-09-18 LAR  9 SEA  3
2016-09-18 LAC 38 JAC 14
2016-09-18 DEN 34 IND 20
2016-09-18 OAK 28 ATL 35
2016-09-18 MIN 17 GB  14
2016-09-19 CHI 14 PHI 29
2016-09-22 NE  27 HOU  0
2016-09-25 BUF 33 ARI 18
2016-09-25 CAR 10 MIN 22
2016-09-25 CIN 17 DEN 29
2016-09-25 GB  34 DET 27
2016-09-25 JAC 17 BAL 19
2016-09-25 MIA 30 CLE 24
2016-09-25 NYG 27 WAS 29
2016-09-25 TEN 10 OAK 17
2016-09-25 SEA 37 SF  18
2016-09-25 TB  32 LAR 37
2016-09-25 PHI 34 PIT  3
2016-09-25 IND 26 LAC 22
2016-09-25 KC  24 NYJ  3
2016-09-25 DAL 31 CHI 17
2016-09-26 NO  32 ATL 45
2016-09-29 CIN 22 MIA  7
2016-10-02 ATL 48 CAR 33
2016-10-02 BAL 27 OAK 28
2016-10-02 CHI 17 DET 14
2016-10-02 HOU 27 TEN 20
2016-10-02 NE   0 BUF 16
2016-10-02 NYJ 17 SEA 27
2016-10-02 WAS 31 CLE 20
2016-10-02 TB   7 DEN 27
2016-10-02 ARI 13 LAR 17
2016-10-02 LAC 34 NO  35
2016-10-02 SF  17 DAL 24
2016-10-02 PIT 43 KC  14
2016-10-02 JAC 30 IND 27
2016-10-03 MIN 24 NYG 10
2016-10-06 SF  21 ARI 33
2016-10-09 BAL 10 WAS 16
2016-10-09 CLE 13 NE  33
2016-10-09 DET 24 PHI 23
2016-10-09 IND 29 CHI 23
2016-10-09 MIA 17 TEN 30
2016-10-09 MIN 31 HOU 13
2016-10-09 PIT 31 NYJ 13
2016-10-09 DEN 16 ATL 23
2016-10-09 DAL 28 CIN 14
2016-10-09 LAR 19 BUF 30
2016-10-09 OAK 34 LAC 31
2016-10-09 GB  23 NYG 16
2016-10-10 CAR 14 TB  17
2016-10-13 LAC 21 DEN 13
2016-10-16 BUF 45 SF  16
2016-10-16 CHI 16 JAC 17
2016-10-16 DET 31 LAR 28
2016-10-16 MIA 30 PIT 15
2016-10-16 NE  35 CIN 17
2016-10-16 NO  41 CAR 38
2016-10-16 NYG 27 BAL 23
2016-10-16 TEN 28 CLE 26
2016-10-16 WAS 27 PHI 20
2016-10-16 OAK 10 KC  26
2016-10-16 GB  16 DAL 30
2016-10-16 SEA 26 ATL 24
2016-10-16 HOU 26 IND 23
2016-10-17 ARI 28 NYJ  3
2016-10-20 GB  26 CHI 10
2016-10-23 CIN 31 CLE 17
2016-10-23 DET 20 WAS 17
2016-10-23 JAC 16 OAK 33
2016-10-23 KC  27 NO  21
2016-10-23 MIA 28 BUF 25
2016-10-23 NYJ 24 BAL 16
2016-10-23 PHI 21 MIN 10
2016-10-23 TEN 26 IND 34
2016-10-23 ATL 30 LAC 33
2016-10-23 SF  17 TB  34
2016-10-23 PIT 16 NE  27
2016-10-23 ARI  6 SEA  6
2016-10-23 LAR 10 NYG 17
2016-10-24 DEN 27 HOU  9
2016-10-27 TEN 36 JAC 22
2016-10-30 BUF 25 NE  41
2016-10-30 CLE 28 NYJ 31
2016-10-30 HOU 20 DET 13
2016-10-30 IND 14 KC  30
2016-10-30 NO  25 SEA 20
2016-10-30 TB  24 OAK 30
2016-10-30 CAR 30 ARI 20
2016-10-30 DEN 27 LAC 19
2016-10-30 ATL 33 GB  32
2016-10-30 DAL 29 PHI 23
2016-10-30 CIN 27 WAS 27
2016-10-31 CHI 20 MIN 10
2016-11-03 TB  28 ATL 43
2016-11-06 BAL 21 PIT 14
2016-11-06 CLE 10 DAL 35
2016-11-06 KC  19 JAC 14
2016-11-06 MIA 27 NYJ 23
2016-11-06 MIN 16 DET 22
2016-11-06 NYG 28 PHI 23
2016-11-06 LAR 10 CAR 13
2016-11-06 SF  23 NO  41
2016-11-06 GB  26 IND 31
2016-11-06 LAC 43 TEN 35
2016-11-06 OAK 30 DEN 20
2016-11-07 SEA 31 BUF 25
2016-11-10 BAL 28 CLE  7
2016-11-13 CAR 17 KC  20
2016-11-13 JAC 21 HOU 24
2016-11-13 NO  23 DEN 25
2016-11-13 NYJ  6 LAR  9
2016-11-13 PHI 24 ATL 15
2016-11-13 TB  36 CHI 10
2016-11-13 TEN 47 GB  25
2016-11-13 WAS 26 MIN 20
2016-11-13 LAC 24 MIA 31
2016-11-13 ARI 23 SF  20
2016-11-13 PIT 30 DAL 35
2016-11-13 NE  24 SEA 31
2016-11-14 NYG 21 CIN 20
2016-11-17 CAR 23 NO  20
2016-11-20 CIN 12 BUF 16
2016-11-20 CLE  9 PIT 24
2016-11-20 DAL 27 BAL 17
2016-11-20 DET 26 JAC 19
2016-11-20 IND 24 TEN 17
2016-11-20 KC  17 TB  19
2016-11-20 MIN 30 ARI 24
2016-11-20 NYG 22 CHI 16
2016-11-20 LAR 10 MIA 14
2016-11-20 SF  17 NE  30
2016-11-20 SEA 26 PHI 15
2016-11-20 WAS 42 GB  24
2016-11-21 OAK 27 HOU 20
2016-11-24 DET 16 MIN 13
2016-11-24 DAL 31 WAS 26
2016-11-24 IND  7 PIT 28
2016-11-27 ATL 38 ARI 19
2016-11-27 BAL 19 CIN 12
2016-11-27 BUF 28 JAC 21
2016-11-27 CHI 21 TEN 27
2016-11-27 CLE 13 NYG 27
2016-11-27 HOU 13 LAC 21
2016-11-27 MIA 31 SF  24
2016-11-27 NO  49 LAR 21
2016-11-27 TB  14 SEA  5
2016-11-27 OAK 35 CAR 32
2016-11-27 NYJ 17 NE  22
2016-11-27 DEN 27 KC  30
2016-11-28 PHI 13 GB  27
2016-12-01 MIN 15 DAL 17
2016-12-04 ATL 28 KC  29
2016-12-04 BAL 38 MIA  6
2016-12-04 CHI 26 SF   6
2016-12-04 CIN 32 PHI 14
2016-12-04 GB  21 HOU 13
2016-12-04 JAC 10 DEN 20
2016-12-04 NE  26 LAR 10
2016-12-04 NO  13 DET 28
2016-12-04 OAK 38 BUF 24
2016-12-04 ARI 31 WAS 23
2016-12-04 PIT 24 NYG 14
2016-12-04 LAC 21 TB  28
2016-12-04 SEA 40 CAR  7
2016-12-05 NYJ 10 IND 41
2016-12-08 KC  21 OAK 13
2016-12-11 BUF 20 PIT 27
2016-12-11 CAR 28 LAC 16
2016-12-11 CLE 10 CIN 23
2016-12-11 DET 20 CHI 17
2016-12-11 IND 17 HOU 22
2016-12-11 JAC 16 MIN 25
2016-12-11 MIA 26 ARI 23
2016-12-11 PHI 22 WAS 27
2016-12-11 TEN 13 DEN 10
2016-12-11 SF  17 NYJ 23
2016-12-11 TB  16 NO  11
2016-12-11 GB  38 SEA 10
2016-12-11 LAR 14 ATL 42
2016-12-11 NYG 10 DAL  7
2016-12-12 NE  30 BAL 23
2016-12-15 SEA 24 LAR  3
2016-12-17 NYJ 13 MIA 34
2016-12-18 BAL 27 PHI 26
2016-12-18 BUF 33 CLE 13
2016-12-18 CHI 27 GB  30
2016-12-18 HOU 21 JAC 20
2016-12-18 KC  17 TEN 19
2016-12-18 MIN  6 IND 34
2016-12-18 NYG 17 DET  6
2016-12-18 CIN 20 PIT 24
2016-12-18 ARI 41 NO  48
2016-12-18 ATL 41 SF  13
2016-12-18 DEN  3 NE  16
2016-12-18 LAC 16 OAK 19
2016-12-18 DAL 26 TB  20
2016-12-19 WAS 15 CAR 26
2016-12-22 PHI 24 NYG 19
2016-12-24 BUF 31 MIA 34
2016-12-24 CAR 16 ATL 33
2016-12-24 CHI 21 WAS 41
2016-12-24 CLE 20 LAC 17
2016-12-24 GB  38 MIN 25
2016-12-24 JAC 38 TEN 17
2016-12-24 NE  41 NYJ  3
2016-12-24 OAK 33 IND 25
2016-12-24 NO  31 TB  24
2016-12-24 LAR 21 SF  22
2016-12-24 SEA 31 ARI 34
2016-12-24 HOU 12 CIN 10
2016-12-25 PIT 31 BAL 27
2016-12-25 KC  33 DEN 10
2016-12-26 DAL 42 DET 21
2017-01-01 CIN 27 BAL 10
2017-01-01 IND 24 JAC 20
2017-01-01 MIA 14 NE  35
2017-01-01 MIN 38 CHI 10
2017-01-01 NYJ 30 BUF 10
2017-01-01 PHI 27 DAL 13
2017-01-01 PIT 27 CLE 24
2017-01-01 TB  17 CAR 16
2017-01-01 TEN 24 HOU 17
2017-01-01 ATL 38 NO  32
2017-01-01 WAS 10 NYG 19
2017-01-01 DEN 24 OAK  6
2017-01-01 LAR  6 ARI 44
2017-01-01 LAC 27 KC  37
2017-01-01 SF  23 SEA 25
2017-01-01 DET 24 GB  31
2017-09-07 NE  27 KC  42
2017-09-10 CHI 17 ATL 23
2017-09-10 CIN  0 BAL 20
2017-09-10 CLE 18 PIT 21
2017-09-10 DET 35 ARI 23
2017-09-10 HOU  7 JAC 29
2017-09-10 TEN 16 OAK 26
2017-09-10 WAS 17 PHI 30
2017-09-10 BUF 21 NYJ 12
2017-09-10 LAR 46 IND  9
2017-09-10 GB  17 SEA  9
2017-09-10 SF   3 CAR 23
2017-09-10 DAL 19 NYG  3
2017-09-11 MIN 29 NO  19
2017-09-11 DEN 24 LAC 21
2017-09-14 CIN  9 HOU 13
2017-09-17 BAL 24 CLE 10
2017-09-17 CAR  9 BUF  3
2017-09-17 IND 13 ARI 16
2017-09-17 JAC 16 TEN 37
2017-09-17 KC  27 PHI 20
2017-09-17 NO  20 NE  36
2017-09-17 PIT 26 MIN  9
2017-09-17 TB  29 CHI  7
2017-09-17 LAC 17 MIA 19
2017-09-17 OAK 45 NYJ 20
2017-09-17 DEN 42 DAL 17
2017-09-17 LAR 20 WAS 27
2017-09-17 SEA 12 SF   9
2017-09-17 ATL 34 GB  23
2017-09-18 NYG 10 DET 24
2017-09-21 SF  39 LAR 41
2017-09-24 BUF 26 DEN 16
2017-09-24 CAR 13 NO  34
2017-09-24 CHI 23 PIT 17
2017-09-24 DET 26 ATL 30
2017-09-24 IND 31 CLE 28
2017-09-24 MIN 34 TB  17
2017-09-24 NE  36 HOU 33
2017-09-24 NYJ 20 MIA  6
2017-09-24 PHI 27 NYG 24
2017-09-24 TEN 33 SEA 27
2017-09-24 GB  27 CIN 24
2017-09-24 LAC 10 KC  24
2017-09-24 WAS 27 OAK 10
2017-09-24 JAC 44 BAL  7
2017-09-25 ARI 17 DAL 28
2017-09-28 GB  35 CHI 14
2017-10-01 ATL 17 BUF 23
2017-10-01 BAL  9 PIT 26
2017-10-01 CLE  7 CIN 31
2017-10-01 DAL 30 LAR 35
2017-10-01 HOU 57 TEN 14
2017-10-01 MIN  7 DET 14
2017-10-01 NE  30 CAR 33
2017-10-01 NYJ 23 JAC 20
2017-10-01 ARI 18 SF  15
2017-10-01 LAC 24 PHI 26
2017-10-01 TB  25 NYG 23
2017-10-01 DEN 16 OAK 10
2017-10-01 SEA 46 IND 18
2017-10-01 MIA  0 NO  20
2017-10-02 KC  29 WAS 20
2017-10-05 TB  14 NE  19
2017-10-08 CIN 20 BUF 16
2017-10-08 CLE 14 NYJ 17
2017-10-08 DET 24 CAR 27
2017-10-08 IND 26 SF  23
2017-10-08 MIA 16 TEN 10
2017-10-08 NYG 22 LAC 27
2017-10-08 PHI 34 ARI  7
2017-10-08 PIT  9 JAC 30
2017-10-08 LAR 10 SEA 16
2017-10-08 OAK 17 BAL 30
2017-10-08 DAL 31 GB  35
2017-10-08 HOU 34 KC  42
2017-10-09 CHI 17 MIN 20
2017-10-12 CAR 23 PHI 28
2017-10-15 ATL 17 MIA 20
2017-10-15 BAL 24 CHI 27
2017-10-15 HOU 33 CLE 17
2017-10-15 MIN 23 GB  10
2017-10-15 NO  52 DET 38
2017-10-15 NYJ 17 NE  24
2017-10-15 WAS 26 SF  24
2017-10-15 ARI 38 TB  33
2017-10-15 JAC 17 LAR 27
2017-10-15 KC  13 PIT 19
2017-10-15 OAK 16 LAC 17
2017-10-15 DEN 10 NYG 23
2017-10-16 TEN 36 IND 22
2017-10-19 OAK 31 KC  30
2017-10-22 BUF 30 TB  27
2017-10-22 CHI 17 CAR  3
2017-10-22 CLE  9 TEN 12
2017-10-22 GB  17 NO  26
2017-10-22 IND  0 JAC 27
2017-10-22 LAR 33 ARI  0
2017-10-22 MIA 31 NYJ 28
2017-10-22 MIN 24 BAL 16
2017-10-22 PIT 29 CIN 14
2017-10-22 SF  10 DAL 40
2017-10-22 LAC 21 DEN  0
2017-10-22 NYG  7 SEA 24
2017-10-22 NE  23 ATL  7
2017-10-23 PHI 34 WAS 24
2017-10-26 BAL 40 MIA  0
2017-10-29 BUF 34 OAK 14
2017-10-29 CIN 24 IND 23
2017-10-29 NE  21 LAC 13
2017-10-29 NO  20 CHI 12
2017-10-29 NYJ 20 ATL 25
2017-10-29 PHI 33 SF  10
2017-10-29 TB   3 CAR 17
2017-10-29 SEA 41 HOU 38
2017-10-29 WAS 19 DAL 33
2017-10-29 DET 15 PIT 20
2017-10-29 CLE 16 MIN 33
2017-10-30 KC  29 DEN 19
2017-11-02 NYJ 34 BUF 21
2017-11-05 CAR 20 ATL 17
2017-11-05 HOU 14 IND 20
2017-11-05 JAC 23 CIN  7
2017-11-05 NO  30 TB  10
2017-11-05 NYG 17 LAR 51
2017-11-05 PHI 51 DEN 23
2017-11-05 TEN 23 BAL 20
2017-11-05 SF  10 ARI 20
2017-11-05 SEA 14 WAS 17
2017-11-05 DAL 28 KC  17
2017-11-05 MIA 24 OAK 27
2017-11-06 GB  17 DET 30
2017-11-09 ARI 16 SEA 22
2017-11-12 BUF 10 NO  47
2017-11-12 CHI 16 GB  23
2017-11-12 DET 38 CLE 24
2017-11-12 IND 17 PIT 20
2017-11-12 JAC 20 LAC 17
2017-11-12 TB  15 NYJ 10
2017-11-12 TEN 24 CIN 20
2017-11-12 WAS 30 MIN 38
2017-11-12 LAR 33 HOU  7
2017-11-12 ATL 27 DAL  7
2017-11-12 SF  31 NYG 21
2017-11-12 DEN 16 NE  41
2017-11-13 CAR 45 MIA 21
2017-11-16 PIT 40 TEN 17
2017-11-19 CHI 24 DET 27
2017-11-19 CLE  7 JAC 19
2017-11-19 GB   0 BAL 23
2017-11-19 HOU 31 ARI 21
2017-11-19 MIN 24 LAR  7
2017-11-19 NO  34 WAS 31
2017-11-19 NYG 12 KC   9
2017-11-19 LAC 54 BUF 24
2017-11-19 DEN 17 CIN 20
2017-11-19 OAK  8 NE  33
2017-11-19 DAL  9 PHI 37
2017-11-20 SEA 31 ATL 34
2017-11-23 DET 23 MIN 30
2017-11-23 DAL  6 LAC 28
2017-11-23 WAS 20 NYG 10
2017-11-26 ATL 34 TB  20
2017-11-26 CIN 30 CLE 16
2017-11-26 IND 16 TEN 20
2017-11-26 KC  10 BUF 16
2017-11-26 NE  35 MIA 17
2017-11-26 NYJ 27 CAR 35
2017-11-26 PHI 31 CHI  3
2017-11-26 LAR 26 NO  20
2017-11-26 SF  13 SEA 24
2017-11-26 ARI 27 JAC 24
2017-11-26 OAK 21 DEN 14
2017-11-26 PIT 31 GB  28
2017-11-27 BAL 23 HOU 16
2017-11-30 DAL 38 WAS 14
2017-12-03 ATL  9 MIN 14
2017-12-03 BAL 44 DET 20
2017-12-03 BUF  3 NE  23
2017-12-03 CHI 14 SF  15
2017-12-03 GB  26 TB  20
2017-12-03 JAC 30 IND 10
2017-12-03 MIA 35 DEN  9
2017-12-03 NO  31 CAR 21
2017-12-03 NYJ 38 KC  31
2017-12-03 TEN 24 HOU 13
2017-12-03 LAC 19 CLE 10
2017-12-03 ARI 16 LAR 32
2017-12-03 OAK 24 NYG 17
2017-12-03 SEA 24 PHI 10
2017-12-04 CIN 20 PIT 23
2017-12-07 ATL 20 NO  17
2017-12-10 BUF 13 IND  7
2017-12-10 CAR 31 MIN 24
2017-12-10 CIN  7 CHI 33
2017-12-10 CLE 21 GB  27
2017-12-10 HOU 16 SF  26
2017-12-10 JAC 30 SEA 24
2017-12-10 KC  26 OAK 15
2017-12-10 TB  21 DET 24
2017-12-10 ARI 12 TEN  7
2017-12-10 DEN 23 NYJ  0
2017-12-10 LAC 30 WAS 13
2017-12-10 LAR 35 PHI 43
2017-12-10 NYG 10 DAL 30
2017-12-10 PIT 39 BAL 38
2017-12-11 MIA 27 NE  20
2017-12-14 IND 13 DEN 25
